IMEI,bank,car,money,stock,size,province,global,shopping,it,food,estate,health,economy,trip,sports,car,issue,social,entertain,job,edu,other,game
faefb5772e6d3c24244728ea09e70ef7,0,0,0,0,55,0,0,0,65,0,0,0,0,0,0,0,12,0,0,0,0,0,0
faefb5772e6d3c24244728ea09e70ef7,0,0,0,0,50,1,0,320,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0
faefb5772e6d3c24244728ea09e70ef7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
faefb5772e6d3c24244728ea09e70ef7,26,0,0,0,37,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
faefb5772e6d3c24244728ea09e70ef7,2,0,0,0,119,1,0,87,915,0,0,0,0,0,0,0,18,0,0,0,0,0,176
faefb5772e6d3c24244728ea09e70ef7,0,0,0,0,76,0,0,2587,7,0,0,0,173,0,0,0,60,0,0,0,0,0,7
faefb5772e6d3c24244728ea09e70ef7,0,0,0,0,55,0,0,0,65,0,0,0,0,0,0,0,12,0,0,0,0,0,0
faefb5772e6d3c24244728ea09e70ef7,0,0,0,0,50,1,0,320,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0
faefb5772e6d3c24244728ea09e70ef7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
faefb5772e6d3c24244728ea09e70ef7,26,0,0,0,37,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
faefb5772e6d3c24244728ea09e70ef7,2,0,0,0,119,1,0,87,915,0,0,0,0,0,0,0,18,0,0,0,0,0,176
faefb5772e6d3c24244728ea09e70ef7,0,0,0,0,76,0,0,2587,7,0,0,0,173,0,0,0,60,0,0,0,0,0,7
faefb5772e6d3c24244728ea09e70ef7,0,0,0,0,55,0,0,0,65,0,0,0,0,0,0,0,12,0,0,0,0,0,0
faefb5772e6d3c24244728ea09e70ef7,0,0,0,0,50,1,0,320,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0
faefb5772e6d3c24244728ea09e70ef7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
faefb5772e6d3c24244728ea09e70ef7,26,0,0,0,37,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
faefb5772e6d3c24244728ea09e70ef7,2,0,0,0,119,1,0,87,915,0,0,0,0,0,0,0,18,0,0,0,0,0,176
faefb5772e6d3c24244728ea09e70ef7,0,0,0,0,76,0,0,2587,7,0,0,0,173,0,0,0,60,0,0,0,0,0,7
faefb5772e6d3c24244728ea09e70ef7,0,0,0,0,55,0,0,0,65,0,0,0,0,0,0,0,12,0,0,0,0,0,0
faefb5772e6d3c24244728ea09e70ef7,0,0,0,0,50,1,0,320,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0
faefb5772e6d3c24244728ea09e70ef7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
faefb5772e6d3c24244728ea09e70ef7,26,0,0,0,37,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
faefb5772e6d3c24244728ea09e70ef7,2,0,0,0,119,1,0,87,915,0,0,0,0,0,0,0,18,0,0,0,0,0,176
faefb5772e6d3c24244728ea09e70ef7,0,0,0,0,76,0,0,2587,7,0,0,0,173,0,0,0,60,0,0,0,0,0,7
faefb5772e6d3c24244728ea09e70ef7,0,0,0,0,55,0,0,0,65,0,0,0,0,0,0,0,12,0,0,0,0,0,0
faefb5772e6d3c24244728ea09e70ef7,0,0,0,0,50,1,0,320,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0
faefb5772e6d3c24244728ea09e70ef7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
faefb5772e6d3c24244728ea09e70ef7,26,0,0,0,37,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
faefb5772e6d3c24244728ea09e70ef7,2,0,0,0,119,1,0,87,915,0,0,0,0,0,0,0,18,0,0,0,0,0,176
faefb5772e6d3c24244728ea09e70ef7,0,0,0,0,76,0,0,2587,7,0,0,0,173,0,0,0,60,0,0,0,0,0,7
b4eaa92be3643582aa1d2d4b76e50a3c,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94267371bac1af3db11ffbe35478e9ee,0,0,0,0,15,0,0,3,9,0,0,0,253,0,49,0,0,0,57,0,0,0,0
3e0c63593a7bf602c954f4371128c6d6,0,0,0,0,21,0,0,1,88,0,0,0,0,0,0,0,3,0,0,0,0,0,0
565d8803a1a9b36b7370421e203bca5d,0,0,0,0,22,0,0,653,128,0,0,0,0,0,0,0,9,0,0,0,0,0,21
ae0f239af855baf81d4617a848f4bb64,0,0,0,0,33,0,0,36,30,0,0,0,0,0,0,0,40,0,0,0,0,0,0
05401bb8cb8c938d86ff608b53a0e671,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cb76da2c159699c369d979f9c9fb69ca,0,0,0,0,22,0,0,54,55,0,0,0,0,0,0,0,56,1,0,0,0,0,50
8f3cd9fa04851e9d0afe978aac4abe79,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023970e755b953e9a7c58a915166459,0,0,0,0,19,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e281246b7690b11116ce9ac3d34dcb89,0,0,0,0,23,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de60fc4ab6ef4595318136d2d9504a2f,0,0,0,0,19,0,0,9,9,0,0,0,0,0,0,0,5,0,0,0,0,0,4
b6347a2aa7ff7bfc9ae22b7b74ecc383,0,0,0,0,27,0,0,57,966,0,0,0,0,9,0,0,11692,0,0,0,0,0,9
40e8d4fff593c766364e20c2966fba31,0,0,0,0,194,0,0,451,448,0,1,0,0,0,0,0,33,0,0,0,1,0,5
edfeaf75e4fe006dd15782fc0b92e589,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
680326bf1c1bbb99cbf5ad4c8ec98cc7,0,0,0,0,6,0,0,1032,275,0,0,0,9,22,0,4,20,264,0,0,51,0,287
64473d1339447bca88c94cc7f999ebee,0,0,0,0,166,0,0,2835,179,0,0,0,0,0,0,0,34,0,0,0,0,0,14
65710ebfbddc6c6f864f4d59782c2945,24,0,0,0,30,1,0,2880,305,0,0,0,38,0,0,0,0,0,18,0,46,0,210
d508dd7f2e07a34002b52be74d679850,10,0,0,0,60,0,0,168,437,0,0,0,0,0,0,0,12,0,0,0,38,0,29
447d77302645be131b6c73150cd756c5,0,0,0,0,35,1,0,95,381,0,0,0,0,0,0,0,13,0,0,0,0,0,22
ff97c89d5e30e56ca6924f30cb5e0b94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfb445d7d2801d73011c3ba333209e3b,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2a19c54770dd618c6ef86252eb17a4d1,0,0,0,0,0,0,0,70,252,0,0,0,15,0,0,0,0,0,0,0,0,0,3
e3e59fc18165af8012f8c79499812fe6,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10246657bd6146bd928e1b6986b04fed,0,0,0,0,49,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3
007e286067b63183e5038be9e52f6f20,0,0,0,0,13,0,0,45,204,0,0,0,0,0,0,0,2,14,0,0,0,0,38
8132436243024b268ab1d1dd303b6ff4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8b3430cef6d4a7aa93aaf377f511b575,0,0,0,0,0,0,0,819,108,0,0,8,0,0,0,0,6,0,0,0,0,0,67
1db21cc230b6a36e401f8724c40d794d,0,0,0,0,0,0,0,31,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cc927bc17152ab50d7e1303b99024a53,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2baf53c6ed2b4c69b1520e9938ca28f8,0,0,0,0,0,0,0,418,298,0,0,0,0,0,0,0,0,0,0,0,0,0,67
b8750e610373fc866873f47e71eb7a17,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d42362afa5433cb42207bfb38725454c,2,0,0,0,31,1,0,10557,1989,0,0,0,0,0,0,0,0,0,0,0,21,0,69
ae8f5c18208d9dbdb5a34ccda331f526,0,0,0,0,90,0,0,61,19,0,0,0,0,0,0,0,0,0,0,0,0,0,6
f64537d3ffdf4a1fcb296ec9035b5098,24,0,0,0,91,1,0,25,68,0,0,0,24,0,0,0,0,0,0,0,0,0,0
f64537d3ffdf4a1fcb296ec9035b5098,0,0,0,0,32,1,0,51,411,0,0,0,0,0,0,0,0,35,0,0,0,0,0
f64537d3ffdf4a1fcb296ec9035b5098,8,0,0,0,28,0,0,3092,678,0,80,0,11,22,0,0,149,49,22,0,114,0,383
f64537d3ffdf4a1fcb296ec9035b5098,0,0,0,0,15,1,0,192,844,0,0,0,0,0,0,0,19,4,0,0,2,0,94
f64537d3ffdf4a1fcb296ec9035b5098,24,0,0,0,91,1,0,25,68,0,0,0,24,0,0,0,0,0,0,0,0,0,0
f64537d3ffdf4a1fcb296ec9035b5098,0,0,0,0,32,1,0,51,411,0,0,0,0,0,0,0,0,35,0,0,0,0,0
f64537d3ffdf4a1fcb296ec9035b5098,8,0,0,0,28,0,0,3092,678,0,80,0,11,22,0,0,149,49,22,0,114,0,383
f64537d3ffdf4a1fcb296ec9035b5098,0,0,0,0,15,1,0,192,844,0,0,0,0,0,0,0,19,4,0,0,2,0,94
f64537d3ffdf4a1fcb296ec9035b5098,24,0,0,0,91,1,0,25,68,0,0,0,24,0,0,0,0,0,0,0,0,0,0
f64537d3ffdf4a1fcb296ec9035b5098,0,0,0,0,32,1,0,51,411,0,0,0,0,0,0,0,0,35,0,0,0,0,0
f64537d3ffdf4a1fcb296ec9035b5098,8,0,0,0,28,0,0,3092,678,0,80,0,11,22,0,0,149,49,22,0,114,0,383
f64537d3ffdf4a1fcb296ec9035b5098,0,0,0,0,15,1,0,192,844,0,0,0,0,0,0,0,19,4,0,0,2,0,94
f64537d3ffdf4a1fcb296ec9035b5098,24,0,0,0,91,1,0,25,68,0,0,0,24,0,0,0,0,0,0,0,0,0,0
f64537d3ffdf4a1fcb296ec9035b5098,0,0,0,0,32,1,0,51,411,0,0,0,0,0,0,0,0,35,0,0,0,0,0
f64537d3ffdf4a1fcb296ec9035b5098,8,0,0,0,28,0,0,3092,678,0,80,0,11,22,0,0,149,49,22,0,114,0,383
f64537d3ffdf4a1fcb296ec9035b5098,0,0,0,0,15,1,0,192,844,0,0,0,0,0,0,0,19,4,0,0,2,0,94
c08e3e1e734ba59b36c4dd4fd7562444,8,0,0,0,3,1,0,148,111,0,0,0,0,0,0,0,0,0,4,0,0,0,11
5ff434e149da1fa452b708b17cd36d5c,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f25eee025065097c67fb414b99353c6c,0,0,0,1,45,1,0,148,119,0,15,0,6,0,3,0,436,0,3,0,9,0,12
367427ac041f138f375f82681ca45db9,12,0,0,0,41,0,0,15,45,0,0,0,140,0,0,0,6,2,0,0,0,0,0
a71f358b0275d7742f8945eab87937ed,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9540edcec60c3e17cd550b3fb6d754bb,0,0,0,0,24,0,0,17,211,0,0,0,0,0,0,0,30,0,0,0,0,0,76
10da1a16d67263be2ab82639a89e30d2,12,0,0,0,0,1,0,173,322,0,0,0,83,0,0,0,2,0,0,0,0,0,11
6a1c0389aae7ab83c844fe30fdf257db,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4b4a3c4b048f950cad97625b6712592b,0,0,0,0,0,0,0,1,528,0,0,0,5,0,0,0,0,0,0,0,0,0,0
667c1a7b891f96cd88bba03c972e09cf,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
595fb8f994c512392ece8a232a52938d,0,0,0,0,29,0,0,1,134,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9224dbf110d84b40b6b6adc0a7823ee6,0,0,0,0,12,0,0,74,148,0,0,0,14,0,0,0,13,17,786,0,0,0,72
cdcbb72b1a7d4ade71545d189596ad2e,0,0,0,0,79,0,0,470,580,0,0,0,0,0,0,0,55,0,0,0,31,0,108
a7bb8f35fc59de65abc3add39ceeae8e,6,0,0,0,194,1,0,8,130,0,0,0,0,0,0,0,0,0,12,0,0,0,2
d4afd7662853da6e53a7058c623fc5b4,0,0,0,0,73,0,0,3971,1884,0,157,0,0,0,0,66,13,41,0,0,0,0,734
dc79f8bbfcb39b80729d665be8b913fb,0,0,0,15,275,0,0,1765,358,1,0,0,2261,0,0,2,213,0,0,0,0,0,148
a8f8713d327ae4308758c4625d66186f,12,0,0,0,400,0,0,8,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bf39fdad1040335cc9e7d0a70b18960a,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d6ec6dc5dbcf2ba5efe7c35f74236095,0,0,0,0,55,1,0,2084,108,0,0,34,11,0,0,45,2205,0,0,0,0,0,30
3ede38ef7e1fcf782f900f70f2c9ecfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
add9d75b6a7c1b92dd9cb0a4918d0a4b,6,0,0,0,1,1,0,512,625,0,0,10,2,0,0,0,33,2,0,0,1,0,145
7009a7c5008b7e90d9f201b73a8c7dc0,0,0,0,0,39,0,0,4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,11
665b6193a5656769d387e011bda9e817,0,0,0,0,30,0,0,3476,6592,0,34,0,6,656,0,0,16,55,1,10,3,0,71
d070cfb8eeb9a13b3d07e66b7b1d57fc,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e093ea167f90de1bd57f6049cd8fb1bc,0,0,0,0,96,0,0,2765,2774,0,165,0,0,0,0,490,45,1,0,0,0,0,296
a2e766b86cc383602820b355300d44f7,0,0,0,0,28,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
df032e593c94161d1baae7be00039dab,0,0,0,0,25,1,0,1115,335,0,0,0,0,0,0,0,1,0,0,0,7,0,103
a566f1c0050df4546b3cdd55dddceebe,0,0,0,0,30,0,0,359,325,0,0,0,0,0,0,0,7,0,0,0,41,0,15
da4f1dfad851f960336e537a12f4f7f0,0,0,0,0,21,0,0,42,226,0,0,0,0,0,0,0,0,0,0,0,0,0,16
050b260c1cc26e91d9a31cf883822f00,6,0,0,0,23,0,0,124,184,0,0,0,0,0,0,0,8,0,0,0,0,0,36
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,41,0,0,367,8,0,0,0,31,0,0,0,0,3,0,0,0,0,33
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,18,0,0,3836,7220,0,16,24,205,977,0,0,13,80,5,0,44,0,237
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,12,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,32,0,0,231,232,0,0,0,25,454,0,1,53,1,0,0,41,0,5
94c4b1dbb6076949d3d2ab46e233c2f0,20,0,0,0,44,0,0,8,367,0,0,0,60,0,0,0,0,1,0,0,0,0,1
94c4b1dbb6076949d3d2ab46e233c2f0,2,0,0,0,17,0,0,211,362,0,0,0,0,0,0,0,0,0,0,0,0,0,3
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,2,0,0,102,61,0,0,0,0,0,0,0,233,0,0,0,0,0,8
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,15,0,0,151,51,0,0,0,0,0,0,0,22,0,0,0,0,0,58
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,13,0,0,647,290,0,0,0,4,0,0,0,0,0,0,0,0,0,10
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,3,1,0,21,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,0,0,0,94,218,0,0,0,0,0,0,0,0,0,0,0,0,0,41
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,32,44,0,0,180,354,0,0,0,2,0,0,0,249,0,0,0,3,0,48
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,15,0,0,322,206,0,0,0,0,0,0,0,0,1,3,0,0,0,0
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,400,22,0,0,214,162,0,0,0,42,0,0,0,0,0,0,0,0,0,62
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,17,0,0,4151,4105,0,2,9,16,0,0,0,32,2,0,0,1,0,28
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,41,0,0,367,8,0,0,0,31,0,0,0,0,3,0,0,0,0,33
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,18,0,0,3836,7220,0,16,24,205,977,0,0,13,80,5,0,44,0,237
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,12,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,32,0,0,231,232,0,0,0,25,454,0,1,53,1,0,0,41,0,5
94c4b1dbb6076949d3d2ab46e233c2f0,20,0,0,0,44,0,0,8,367,0,0,0,60,0,0,0,0,1,0,0,0,0,1
94c4b1dbb6076949d3d2ab46e233c2f0,2,0,0,0,17,0,0,211,362,0,0,0,0,0,0,0,0,0,0,0,0,0,3
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,2,0,0,102,61,0,0,0,0,0,0,0,233,0,0,0,0,0,8
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,15,0,0,151,51,0,0,0,0,0,0,0,22,0,0,0,0,0,58
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,13,0,0,647,290,0,0,0,4,0,0,0,0,0,0,0,0,0,10
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,3,1,0,21,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,0,0,0,94,218,0,0,0,0,0,0,0,0,0,0,0,0,0,41
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,32,44,0,0,180,354,0,0,0,2,0,0,0,249,0,0,0,3,0,48
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,15,0,0,322,206,0,0,0,0,0,0,0,0,1,3,0,0,0,0
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,400,22,0,0,214,162,0,0,0,42,0,0,0,0,0,0,0,0,0,62
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,17,0,0,4151,4105,0,2,9,16,0,0,0,32,2,0,0,1,0,28
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,41,0,0,367,8,0,0,0,31,0,0,0,0,3,0,0,0,0,33
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,18,0,0,3836,7220,0,16,24,205,977,0,0,13,80,5,0,44,0,237
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,12,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,32,0,0,231,232,0,0,0,25,454,0,1,53,1,0,0,41,0,5
94c4b1dbb6076949d3d2ab46e233c2f0,20,0,0,0,44,0,0,8,367,0,0,0,60,0,0,0,0,1,0,0,0,0,1
94c4b1dbb6076949d3d2ab46e233c2f0,2,0,0,0,17,0,0,211,362,0,0,0,0,0,0,0,0,0,0,0,0,0,3
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,2,0,0,102,61,0,0,0,0,0,0,0,233,0,0,0,0,0,8
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,15,0,0,151,51,0,0,0,0,0,0,0,22,0,0,0,0,0,58
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,13,0,0,647,290,0,0,0,4,0,0,0,0,0,0,0,0,0,10
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,3,1,0,21,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,0,0,0,94,218,0,0,0,0,0,0,0,0,0,0,0,0,0,41
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,32,44,0,0,180,354,0,0,0,2,0,0,0,249,0,0,0,3,0,48
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,15,0,0,322,206,0,0,0,0,0,0,0,0,1,3,0,0,0,0
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,400,22,0,0,214,162,0,0,0,42,0,0,0,0,0,0,0,0,0,62
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,17,0,0,4151,4105,0,2,9,16,0,0,0,32,2,0,0,1,0,28
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,41,0,0,367,8,0,0,0,31,0,0,0,0,3,0,0,0,0,33
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,18,0,0,3836,7220,0,16,24,205,977,0,0,13,80,5,0,44,0,237
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,12,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,32,0,0,231,232,0,0,0,25,454,0,1,53,1,0,0,41,0,5
94c4b1dbb6076949d3d2ab46e233c2f0,20,0,0,0,44,0,0,8,367,0,0,0,60,0,0,0,0,1,0,0,0,0,1
94c4b1dbb6076949d3d2ab46e233c2f0,2,0,0,0,17,0,0,211,362,0,0,0,0,0,0,0,0,0,0,0,0,0,3
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,2,0,0,102,61,0,0,0,0,0,0,0,233,0,0,0,0,0,8
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,15,0,0,151,51,0,0,0,0,0,0,0,22,0,0,0,0,0,58
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,13,0,0,647,290,0,0,0,4,0,0,0,0,0,0,0,0,0,10
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,3,1,0,21,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,0,0,0,94,218,0,0,0,0,0,0,0,0,0,0,0,0,0,41
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,32,44,0,0,180,354,0,0,0,2,0,0,0,249,0,0,0,3,0,48
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,15,0,0,322,206,0,0,0,0,0,0,0,0,1,3,0,0,0,0
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,400,22,0,0,214,162,0,0,0,42,0,0,0,0,0,0,0,0,0,62
94c4b1dbb6076949d3d2ab46e233c2f0,0,0,0,0,17,0,0,4151,4105,0,2,9,16,0,0,0,32,2,0,0,1,0,28
